架次编号,航段序号,起点,终点,载荷（kg）,水平距离（m）,爬升（m）,下降（m）,开始时刻（s）,结束时刻（s）,水平能耗（kWh）,爬升能耗（kWh）,总能耗（kWh）
Q2-001,1,O01,S014,25,5419.601888460408,447.8438232421875,224.5438232421875,390.0,990.4055962749648,1.1487506545785775,0.1524947093471527,1.3012453639257302
Q2-001,2,S014,O01,0,5419.601888460408,224.5438232421875,447.8438232421875,1230.4055962749649,1845.6978592165963,0.7742288412086298,0.05522047626268127,0.829449317471311
Q2-002,1,O01,S006,59,3186.208184411841,240.7154968261719,53.615496826171864,480.0,815.5078261043441,1.4877426187531184,0.11739312022141349,1.605135738974532
Q2-002,2,S006,O01,0,3186.208184411841,53.615496826171864,240.7154968261719,1211.507826104344,1565.7256522086882,0.9803717490497973,0.014179247683384043,0.9945509967331814
Q2-003,1,O01,S013,25,4849.242423912845,265.0518310546875,41.05183105468751,390.0,818.0541710342939,1.0278560166091033,0.09025244927126566,1.118108465880369
Q2-003,2,S013,O01,0,4849.242423912845,41.05183105468751,265.0518310546875,1058.0541710342939,1501.041675401921,0.692748917701835,0.010095586819370884,0.7028445045212058
Q2-004,1,O01,S007,45,4534.460604757263,374.13047485351564,153.33047485351562,450.0,978.6148010186483,1.8053217959842294,0.16264053425093908,1.9679623302351685
Q2-004,2,S007,O01,0,4534.460604757263,153.33047485351562,374.13047485351564,1338.6148010186484,1889.3096020372968,1.3952186476176196,0.040550044465830944,1.4357686920834505
Q2-005,1,O01,S012,25,7390.491866657153,299.39036254882814,147.2903625488281,1891.041675401921,2542.454065714872,1.5665047994681829,0.10194501732255086,1.6684498167907338
Q2-005,2,S012,O01,0,7390.491866657153,147.2903625488281,299.39036254882814,2782.454065714872,3444.0064560278224,1.0557845523795932,0.03622207839614785,1.092006630775741
Q2-006,1,O01,S001,78,3053.978849873493,145.3566101074219,89.05661010742188,2135.725652208688,2441.995191296934,1.951158480399719,0.0813370914874311,2.03249557188715
Q2-006,2,S001,O01,0,3053.978849873493,89.05661010742188,145.3566101074219,2945.995191296934,3257.89473038518,0.9396857999610747,0.023552066236553013,0.9632378661976277
Q2-007,1,O01,S002,59,7411.310533636502,183.51807861328126,91.71807861328125,2369.309602037297,2982.6632416983502,3.460578186839449,0.0894988488464835,3.550077035685933
Q2-007,2,S002,O01,0,7411.310533636502,91.71807861328125,183.51807861328126,3378.6632416983502,4001.1968813594035,2.2804032411189237,0.024255922833619648,2.304659163952543
Q2-008,1,O01,S010,25,4784.494879747181,307.93653564453126,84.03653564453123,2235.697859216596,2690.9243106723975,1.014131985716533,0.10485506344716815,1.118987049163701
Q2-008,2,S010,O01,0,4784.494879747181,84.03653564453123,307.93653564453126,2930.9243106723975,3401.0774287948657,0.6834992685353115,0.020666511573340565,0.704165780108652
Q2-009,1,O01,S001,76,3053.978849873493,145.3566101074219,89.05661010742188,3737.89473038518,4044.164269473426,1.874071793883134,0.08023719843148207,1.954308992314616
Q2-009,2,S001,O01,0,3053.978849873493,89.05661010742188,145.3566101074219,4440.1642694734255,4752.063808561671,0.9396857999610747,0.023552066236553013,0.9632378661976277
