candidate_id,gap_id,interval_index,backhaul_margin_db,start_seconds,end_seconds,minimum_access_margin_db,sample_intervals,duration_seconds
MC-early-R0615C0836H300,Q2-002-G01,1,10.186802764371379,749.796787516276,1560.5091778292267,8.232736852381294,163,810.7123903129507
MC-early-R0615C0836H300,Q2-003-G01,1,10.186802764371379,738.3506103515625,1136.7381147191898,6.327876018196321,81,398.38750436762723
MC-early-R0615C0836H300,Q2-005-G01,1,10.186802764371379,2253.6871872834317,2317.6535125999103,3.820662861589156,13,63.96632531647856
MC-early-R0615C0836H300,Q2-005-G01,2,10.186802764371379,2611.2681268577226,2674.2803054058995,3.8142921397829923,13,63.01217854817696
MC-early-R0615C0836H300,Q2-006-G01,1,10.186802764371379,2313.5763096218043,3189.209949282858,8.018077492278934,177,875.6336396610536
MC-early-R0615C0836H300,Q2-007-G01,1,10.186802764371379,746.1726928710938,1606.041828323875,8.05813743458799,174,859.8691354527813
MC-early-R0615C0836H300,Q2-008-G01,1,10.186802764371379,2742.246055039964,2898.5528476039913,0.8264184030956869,32,156.3067925640271
MC-early-R0615C0836H300,Q2-008-G01,2,10.186802764371379,3203.3703769008666,3348.2183179815956,0.8265490178147132,29,144.84794108072902
MC-early-R0615C0836H300,Q2-011-G01,1,10.186802764371379,4319.5196097147345,4421.560072069354,4.3401479624348696,21,102.0404623546192
MC-early-R0615C0836H300,Q2-011-G01,2,10.186802764371379,4838.265516405291,4925.829871874042,4.340980885432728,18,87.56435546875036
MC-early-R0615C0836H300,Q2-013-G01,1,10.186802764371379,4465.430301278538,5436.025492700809,0.255129930637338,195,970.5951914222715
MC-early-R0615C0836H300,Q2-016-G01,1,10.186802764371379,6255.441445068504,7163.699791331518,4.214906717257762,183,908.2583462630137
MC-early-R0615C0836H300,Q2-019-G01,1,10.186802764371379,7073.518240789452,7660.170847116662,8.237493265261193,120,586.6526063272104
MC-early-R0615C0836H300,Q2-022-G01,1,10.186802764371379,2789.3727454533678,3649.241880906149,8.05813743458799,174,859.8691354527814
MC-early-R0715C0611H200,Q2-002-G01,1,15.046884759790231,749.796787516276,789.796787516276,0.005641875038023159,8,40.0
MC-early-R0715C0611H200,Q2-002-G01,2,15.046884759790231,1525.5091778292267,1560.5091778292267,0.045881295380638676,7,35.0
MC-early-R0715C0611H200,Q2-004-G01,1,15.046884759790231,859.6521899414063,1439.9469909600548,15.092768368857776,118,580.2948010186485
MC-early-R0715C0611H200,Q2-006-G01,1,15.046884759790231,2313.5763096218043,2448.5763096218043,0.008351192423774023,27,135.0
MC-early-R0715C0611H200,Q2-006-G01,2,15.046884759790231,3054.209949282858,3189.209949282858,0.02425376901364018,27,135.0
MC-early-R0715C0611H200,Q2-007-G01,1,15.046884759790231,746.1726928710938,911.1726928710938,0.060688738495073835,33,165.0
MC-early-R0715C0611H200,Q2-007-G01,2,15.046884759790231,1441.041828323875,1606.041828323875,0.02425376901364018,33,165.0
MC-early-R0715C0611H200,Q2-011-G01,1,15.046884759790231,4319.5196097147345,4416.560072069354,3.343509778951102,20,97.0404623546192
MC-early-R0715C0611H200,Q2-011-G01,2,15.046884759790231,4843.265516405291,4925.829871874042,3.344556706019077,17,82.56435546875036
MC-early-R0715C0611H200,Q2-013-G01,1,15.046884759790231,4465.430301278538,4744.032511133426,0.3476844016781797,56,278.6022098548883
MC-early-R0715C0611H200,Q2-013-G01,2,15.046884759790231,5162.361945337528,5436.025492700809,0.3474312647424398,55,273.6635473632814
MC-early-R0715C0611H200,Q2-015-G01,1,15.046884759790231,4600.530620632572,5453.498949121249,4.31429601812367,171,852.9683284886769
MC-early-R0715C0611H200,Q2-016-G01,1,15.046884759790231,6255.441445068504,6390.441445068504,0.07260694869559359,27,135.0
MC-early-R0715C0611H200,Q2-016-G01,2,15.046884759790231,7028.699791331518,7163.699791331518,0.08512604498575627,27,135.0
MC-early-R0715C0611H200,Q2-018-G01,1,15.046884759790231,5311.153889455241,5903.132214248026,6.979330494813155,120,591.9783247927844
MC-early-R0715C0611H200,Q2-019-G01,1,15.046884759790231,7073.518240789452,7660.170847116662,0.08642976337895902,120,586.6526063272104
MC-early-R0715C0611H200,Q2-020-G01,1,15.046884759790231,1990.600882530999,2894.622201141521,4.31429601812367,182,904.0213186105223
MC-early-R0715C0611H200,Q2-021-G01,1,15.046884759790231,2020.600882530999,2954.622201141521,4.31429601812367,188,934.0213186105223
MC-early-R0715C0611H200,Q2-022-G01,1,15.046884759790231,2789.3727454533678,2954.3727454533678,0.060688738495073835,33,165.0
MC-early-R0715C0611H200,Q2-022-G01,2,15.046884759790231,3484.241880906149,3649.241880906149,0.02425376901364018,33,165.0
MC-early-R0715C0611H200,Q2-023-G01,1,15.046884759790231,6651.053944276595,7474.022272765272,4.31429601812367,165,822.9683284886769
MC-middle-R0650C0869H300,Q2-002-G01,1,10.43231601465176,749.796787516276,1560.5091778292267,9.648539506478357,163,810.7123903129507
MC-middle-R0650C0869H300,Q2-003-G01,1,10.43231601465176,738.3506103515625,1136.7381147191898,8.856895090752005,81,398.38750436762723
MC-middle-R0650C0869H300,Q2-005-G01,1,10.43231601465176,2253.6871872834317,2674.2803054058995,6.275439813338252,85,420.5931181224678
MC-middle-R0650C0869H300,Q2-006-G01,1,10.43231601465176,2313.5763096218043,3189.209949282858,5.415620736418191,177,875.6336396610536
MC-middle-R0650C0869H300,Q2-007-G01,1,10.43231601465176,746.1726928710938,1606.041828323875,5.415620736418191,174,859.8691354527813
MC-middle-R0650C0869H300,Q2-008-G01,1,10.43231601465176,2742.246055039964,2923.5528476039913,3.05027636587198,37,181.3067925640271
MC-middle-R0650C0869H300,Q2-008-G01,2,10.43231601465176,3183.3703769008666,3348.2183179815956,3.0510031345728237,33,164.84794108072902
MC-middle-R0650C0869H300,Q2-011-G01,1,10.43231601465176,4319.5196097147345,4421.560072069354,2.1005973332811294,21,102.0404623546192
MC-middle-R0650C0869H300,Q2-011-G01,2,10.43231601465176,4838.265516405291,4925.829871874042,2.101187379808948,18,87.56435546875036
MC-middle-R0650C0869H300,Q2-013-G01,1,10.43231601465176,4465.430301278538,4605.430301278538,0.010731763286500495,28,140.0
MC-middle-R0650C0869H300,Q2-013-G01,2,10.43231601465176,5301.025492700809,5436.025492700809,0.02658447078263748,27,135.0
MC-middle-R0650C0869H300,Q2-016-G01,1,10.43231601465176,6255.441445068504,6514.75454169773,1.4855937218112274,52,259.3130966292256
MC-middle-R0650C0869H300,Q2-016-G01,2,10.43231601465176,6920.724124827612,7163.699791331518,1.4859421445113128,49,242.9756665039058
MC-middle-R0650C0869H300,Q2-019-G01,1,10.43231601465176,7073.518240789452,7660.170847116662,6.7233177675009586,120,586.6526063272104
MC-middle-R0650C0869H300,Q2-022-G01,1,10.43231601465176,2789.3727454533678,3649.241880906149,5.415620736418191,174,859.8691354527814
MC-middle-R0680C0544H300,Q2-004-G01,1,10.839522632136365,859.6521899414063,1439.9469909600548,10.9349569613655,118,580.2948010186485
MC-middle-R0680C0544H300,Q2-011-G01,1,10.839522632136365,4334.5196097147345,4339.5196097147345,2.0781910078992354,1,5.0
MC-middle-R0680C0544H300,Q2-011-G01,2,10.839522632136365,4910.829871874042,4915.829871874042,2.103707517703924,1,5.0
MC-middle-R0680C0544H300,Q2-015-G01,1,10.839522632136365,4600.530620632572,5453.498949121249,10.834522659194306,171,852.9683284886769
MC-middle-R0680C0544H300,Q2-016-G01,1,10.839522632136365,6255.441445068504,6330.441445068504,0.04741339571027936,15,75.0
MC-middle-R0680C0544H300,Q2-016-G01,2,10.839522632136365,7088.699791331518,7163.699791331518,0.05573854339816364,15,75.0
MC-middle-R0680C0544H300,Q2-018-G01,1,10.839522632136365,5311.153889455241,5903.132214248026,8.922293707501282,120,591.9783247927844
MC-middle-R0680C0544H300,Q2-020-G01,1,10.839522632136365,1990.600882530999,2894.622201141521,10.890679398743686,182,904.0213186105223
MC-middle-R0680C0544H300,Q2-021-G01,1,10.839522632136365,2020.600882530999,2954.622201141521,10.890679398743686,188,934.0213186105223
MC-middle-R0680C0544H300,Q2-023-G01,1,10.839522632136365,6651.053944276595,7474.022272765272,10.834522659194306,165,822.9683284886769
